threshold,fpr,tpr
0.00198126,0.31695,0.583535
0.00198066,0.31758,0.583535
0.00197933,0.31821,0.583535
0.00197751,0.318841,0.583535
0.00197674,0.319471,0.583535
0.00197432,0.320101,0.583535
0.00196849,0.320731,0.583535
0.0019652,0.321361,0.583535
0.00196486,0.321361,0.585956
0.00196275,0.321991,0.585956
0.00195962,0.322621,0.585956
0.00195786,0.323251,0.585956
0.00195552,0.323882,0.585956
0.00195156,0.324512,0.585956
0.00194878,0.325142,0.585956
0.00194119,0.325772,0.585956
0.00194093,0.326402,0.585956
0.00193915,0.327032,0.585956
0.00193647,0.327662,0.585956
0.00192908,0.327662,0.588378
0.00192867,0.328292,0.588378
0.00192663,0.328922,0.588378
0.0019258,0.328922,0.590799
0.00192372,0.329553,0.590799
0.00192062,0.330183,0.590799
0.00191858,0.330813,0.590799
0.00191803,0.331443,0.590799
0.00191743,0.331443,0.59322
0.00191054,0.332073,0.59322
0.00190862,0.332703,0.59322
0.00190783,0.333333,0.59322
0.00190507,0.333963,0.59322
0.00190482,0.333963,0.595642
0.0019046,0.334594,0.595642
0.00190422,0.335224,0.595642
0.00190282,0.335854,0.595642
0.00190268,0.336484,0.595642
0.00190172,0.337114,0.595642
0.00189849,0.337744,0.595642
0.00189742,0.338374,0.595642
0.00189596,0.338374,0.598063
0.00189567,0.339004,0.598063
0.00189275,0.339635,0.598063
0.0018915,0.340265,0.598063
0.00189041,0.340895,0.598063
0.00189028,0.341525,0.598063
0.00188828,0.342155,0.598063
0.00188765,0.342155,0.600484
0.00188735,0.342785,0.600484
0.00188333,0.342785,0.602906
0.00188035,0.343415,0.602906
0.00187884,0.343415,0.605327
0.00187666,0.344045,0.605327
0.00187522,0.344675,0.605327
0.00187303,0.344675,0.607748
0.00187303,0.345306,0.607748
0.00187105,0.345936,0.607748
0.00186935,0.346566,0.607748
0.00186693,0.347196,0.607748
0.00186568,0.347826,0.607748
0.00186333,0.348456,0.607748
0.00186042,0.349086,0.607748
0.00185942,0.349716,0.607748
0.0018565,0.350347,0.607748
0.00185481,0.350977,0.607748
0.00185478,0.351607,0.607748
0.00185375,0.352237,0.607748
0.0018533,0.352867,0.607748
0.001851,0.353497,0.607748
0.00184952,0.354127,0.607748
0.00184586,0.354757,0.607748
0.00184224,0.355388,0.607748
0.00183901,0.356018,0.607748
0.00183437,0.356648,0.607748
0.00183317,0.357278,0.607748
0.00183051,0.357908,0.607748
0.00182917,0.358538,0.607748
0.00182717,0.359168,0.607748
0.00182628,0.359798,0.607748
0.00182413,0.360428,0.607748
0.00182394,0.361059,0.607748
0.00182304,0.361689,0.607748
0.00182204,0.362319,0.607748
0.00182144,0.362949,0.607748
0.00182131,0.363579,0.607748
0.00181954,0.363579,0.610169
0.00181945,0.364209,0.610169
0.00181882,0.364839,0.610169
0.00181144,0.365469,0.610169
0.00181141,0.3661,0.610169
0.00180608,0.36673,0.610169
0.00180503,0.36673,0.612591
0.00180227,0.36736,0.612591
0.00179845,0.36799,0.612591
0.00179529,0.36862,0.612591
0.00179431,0.36925,0.612591
0.00179405,0.36988,0.612591
0.001793,0.37051,0.612591
0.00179276,0.371141,0.612591
0.00179214,0.371141,0.615012
0.00179036,0.371141,0.617433
0.00178767,0.371771,0.617433
0.00178718,0.372401,0.617433
0.00178499,0.373031,0.617433
0.00178034,0.373661,0.617433
0.00178024,0.373661,0.619855
0.00177912,0.373661,0.622276
0.00177772,0.374291,0.622276
